L.p.,Sex,Age_2,Man_nman,Av_1,Dst_2,Cst_3,Av_4,Av_5,Dst_6,Dst_7,Cst_8,Dst_9,Dst_10,Av_11,Av_12,Cst_13,Pas_14,Av_15,Dst_16,Av_17,Dst_18,Cst_19,Cst_20,Pas_21,Cst_22,Dst_23,Pas_24,Av_25,Cst_26,Pas_27,Pas_28,Pas_29,Dst_30,Pas_31,Av_Pass,ConstrB,DestrB,AnxEm,HappEm,DejEm,AngerEm
2489,1,1,0,2,1,1,3,2,1,1,1,2,1,2,2,3,2,3,2,1,2,3,3,1,2,1,2,2,2,1,2,2,1,2,2.125,2.142857,1.5,1.38,2.86,1.2,2
2490,1,4,0,2,1,3,2,2,1,3,3,2,2,2,3,2,2,2,2,2,3,3,3,2,3,2,2,2,2,2,2,2,1,2,2.125,2.714286,1.833333,2.63,2.14,2.2,2.5
2491,1,2,0,2,2,2,2,1,1,1,1,1,1,2,1,3,3,3,3,2,2,2,2,1,3,1,1,2,2,1,2,2,1,2,1.75,2.142857,1.5,1.25,3.14,1.2,1
2492,1,2,0,2,2,3,1,2,1,1,4,1,2,1,2,3,2,2,1,1,2,3,3,1,3,1,1,1,3,2,2,1,1,1,1.5,3.142857,1.333333,1.75,3.71,1.4,1.25
2493,1,2,0,1,1,3,1,1,1,1,4,1,1,1,1,3,1,1,1,2,2,3,3,1,4,1,1,1,1,1,1,2,1,1,1,3,1.166667,1.63,2.29,1.8,2
2494,1,2,0,2,2,3,1,1,1,2,3,1,1,2,2,1,1,2,2,1,2,4,3,1,4,1,1,1,1,1,2,2,1,2,1.25,2.714286,1.333333,1.25,3.71,1.4,1.5
2495,1,2,0,1,2,4,1,1,1,2,3,2,2,1,1,1,2,2,2,2,1,4,4,2,3,1,2,2,3,2,1,2,1,2,1.625,3.142857,1.5,1.75,1.71,2.2,1.75
2496,1,2,0,1,1,4,1,1,1,1,4,1,1,1,3,3,2,1,1,1,2,4,4,1,4,1,1,1,3,1,1,1,1,1,1.375,3.714286,1.166667,1.88,2.86,1.2,2
2497,1,3,0,2,1,3,1,1,2,1,4,2,1,2,4,1,4,2,2,2,2,3,3,2,3,1,1,2,1,2,1,2,1,1,2.125,2.571429,1.666667,1.25,3.43,1,2
2498,1,2,0,2,1,3,2,1,1,1,2,1,1,1,2,3,1,2,1,2,2,2,3,1,3,1,1,1,2,2,1,3,1,2,1.375,2.571429,1.166667,1.88,2.14,1.6,2
2499,1,2,0,2,2,3,1,1,1,1,3,1,2,1,2,3,1,2,2,1,1,3,3,1,3,1,1,2,2,1,2,2,2,2,1.375,2.857143,1.5,1.75,3,1.2,1.5
2500,1,2,0,2,1,3,1,1,1,2,2,2,1,2,2,3,2,2,2,1,2,3,2,1,3,1,1,2,2,2,1,2,1,1,1.5,2.571429,1.5,2,3,1,2
2501,1,1,0,2,1,3,2,1,1,1,4,1,1,2,2,4,1,1,1,1,2,3,1,1,3,1,1,1,2,2,2,2,1,2,1.25,2.857143,1.166667,1.25,3.43,1.2,1.5
2502,1,2,0,1,1,3,2,1,1,1,2,2,2,1,3,3,2,2,1,1,2,3,3,1,3,1,1,2,3,2,2,2,2,2,1.75,2.857143,1.666667,2.38,2.29,1.8,2
2503,1,2,0,2,1,2,1,2,1,1,3,1,2,1,3,4,1,3,1,2,2,3,3,1,3,1,1,1,1,1,1,2,1,2,1.625,2.714286,1.333333,1.63,3.14,1.6,2
2504,1,2,0,2,1,3,3,1,1,1,3,1,1,1,3,3,2,2,1,2,2,2,3,2,3,1,1,1,1,2,2,2,2,2,1.875,2.571429,1.333333,2,2.14,1.4,1.75
2505,1,3,0,1,1,2,1,1,1,1,2,1,2,1,2,3,2,2,1,1,2,3,2,1,4,1,1,1,1,1,1,1,2,2,1.375,2.428571,1.5,2,2.14,1.4,2
2506,1,4,0,1,1,4,1,1,1,1,4,1,1,1,1,4,1,1,2,2,1,4,4,1,4,1,4,1,2,2,3,1,1,2,1.375,3.714286,1.166667,1.63,2.29,1.8,1.75
2507,1,2,0,2,2,3,2,1,2,2,3,1,2,1,1,3,1,2,1,2,2,3,3,2,3,1,1,1,3,2,2,1,1,2,1.375,3,1.5,1.88,2.43,1.8,2
2508,1,2,0,2,1,2,2,1,1,1,4,1,1,1,1,4,2,3,1,1,2,4,4,1,3,1,1,1,2,1,2,2,1,1,1.5,3.285714,1.166667,1.38,2.86,1.2,1.75
2509,1,3,0,2,2,3,1,1,1,1,4,1,1,1,2,3,1,2,1,1,1,4,4,2,4,1,3,1,1,1,3,1,1,2,1.625,3.285714,1,1.38,3.43,1.2,2
2510,1,3,0,2,1,3,2,1,1,2,3,2,1,1,2,3,2,2,1,2,2,3,4,1,4,1,1,2,4,3,2,2,1,2,1.625,3.428571,1.333333,1.75,3,1.2,2
2511,1,3,0,2,1,2,2,1,1,1,2,1,1,1,1,4,2,3,1,1,2,4,4,1,3,1,1,1,2,1,2,2,1,1,1.5,3,1.166667,1.5,2.86,1.6,1.75
2512,1,1,0,1,1,2,1,1,1,1,3,1,1,1,1,4,1,1,1,1,1,3,3,1,3,1,1,2,2,1,2,1,1,1,1.125,2.857143,1,1.13,3.71,1,2
2513,1,3,0,2,1,3,1,1,1,1,3,1,1,1,2,3,1,1,1,1,2,3,4,1,3,1,1,1,2,1,2,1,1,2,1.125,3,1.166667,1.25,3.14,1,1.5
2514,1,3,0,1,1,2,1,1,1,1,4,1,1,1,2,3,1,3,1,1,1,3,3,1,3,1,2,1,1,1,1,1,1,2,1.5,2.714286,1,1,2.86,1.2,1.5
2515,1,2,0,1,1,3,1,2,1,1,4,3,3,2,1,3,1,1,1,1,1,3,2,1,3,1,1,2,3,1,1,3,1,2,1.25,3,1.666667,1.13,2.14,1.6,2
2516,1,2,0,1,1,3,1,1,2,1,3,1,1,1,2,2,1,3,3,2,2,3,3,1,3,1,1,2,3,1,1,2,2,2,1.5,2.857143,1.833333,1.5,2.43,1.6,1.75
2517,1,2,0,1,1,4,1,1,1,1,2,2,2,1,1,4,2,1,1,2,3,4,4,3,4,1,1,1,4,1,1,2,1,2,1.375,3.714286,1.666667,1.25,3,2.2,2.25
2518,1,1,0,1,2,3,1,2,1,1,4,1,1,1,3,3,1,2,1,1,1,3,3,1,3,1,1,1,4,1,1,2,1,3,1.5,3.285714,1,1.25,3,1.4,1.5
2519,1,2,0,2,1,3,2,2,1,1,2,1,1,1,3,3,1,2,1,1,1,3,3,2,2,1,1,1,2,1,2,1,1,2,1.75,2.571429,1,1.13,3.29,1,1
2520,1,2,0,2,1,3,1,1,1,2,3,2,1,1,1,3,2,3,1,1,1,3,2,1,4,1,1,1,3,2,1,2,1,4,1.375,3,1.166667,3,2.14,2.2,2.25
2521,1,1,0,1,1,3,1,1,1,1,3,1,1,1,2,3,2,4,3,1,1,3,3,2,2,1,2,1,3,1,2,2,2,3,1.875,2.857143,1.5,2,2.14,1.8,2
2522,1,2,0,2,2,2,2,2,1,1,3,1,1,1,2,3,2,2,2,1,2,3,3,2,3,1,1,1,3,1,2,2,1,2,1.75,2.857143,1.333333,1.88,2.86,1.4,2
2523,1,3,0,1,2,4,1,2,1,1,2,2,2,1,1,4,2,1,1,1,3,2,4,1,3,1,2,2,4,1,1,2,1,1,1.5,3.285714,1.666667,1.5,2.14,2,2
2524,1,3,0,1,1,3,1,2,1,1,4,1,1,1,1,4,1,4,1,1,1,4,3,1,3,1,1,2,4,1,2,1,1,3,1.625,3.571429,1,1.13,3.43,1,1.25
2525,1,2,0,1,3,1,1,1,1,1,2,2,2,1,2,3,2,2,2,2,2,1,2,2,3,3,1,1,2,1,2,1,2,2,1.5,2,1.833333,2.13,2.14,1.6,1.75
2526,1,1,0,2,1,4,2,1,1,1,4,2,1,1,4,3,1,2,4,1,2,4,4,2,3,1,1,2,1,1,2,1,1,3,1.875,3.285714,1.833333,1.25,3.29,1.4,1.5
2527,0,4,0,2,3,1,1,3,2,1,3,3,1,2,2,1,3,2,2,2,3,2,1,3,4,2,3,1,3,2,2,3,2,2,2.25,2.142857,2.166667,2.38,2.57,1.8,2.25
2528,0,3,0,3,2,4,3,2,1,2,2,3,2,1,4,3,2,1,3,2,4,2,3,2,1,3,2,3,1,3,1,2,4,3,2.375,2.285714,2.833333,2.25,2.71,2.2,2.5
2529,0,2,0,1,2,3,1,2,2,1,3,1,1,1,1,1,1,1,2,2,2,3,3,1,3,1,1,1,1,1,1,1,1,1,1.125,2.428571,1.5,1.38,3.14,1,1.75
2530,1,2,0,1,2,3,1,2,2,1,4,2,3,1,1,4,1,1,4,4,3,4,3,2,4,4,1,1,4,1,1,1,3,2,1.25,3.714286,2.833333,2.13,1.57,1.6,3
2531,1,3,0,1,1,4,1,1,1,1,3,1,1,1,2,4,2,2,1,2,1,4,4,2,4,1,2,2,4,1,1,2,1,2,1.75,3.857143,1,1.13,3,1.2,1.25
2532,1,4,0,2,1,3,1,1,1,2,4,1,1,1,2,4,1,2,1,1,1,3,4,2,4,1,2,1,3,2,2,2,1,2,1.5,3.571429,1,1.13,3,1.2,1.25
2533,1,2,0,1,2,3,1,2,2,1,3,3,2,1,2,2,2,1,3,3,3,4,2,1,3,1,2,2,1,2,1,1,2,1,1.625,2.571429,2.5,2.13,1.86,1.6,3
2534,1,4,0,1,1,4,1,1,1,1,4,1,1,1,1,1,1,3,1,1,1,4,4,1,4,1,1,1,1,1,1,1,1,1,1.25,3.142857,1,1.25,4,1,1.25
2535,1,3,0,2,1,3,2,1,1,1,3,2,1,1,2,3,1,2,2,3,1,3,2,2,3,1,2,2,3,1,2,2,1,2,1.75,2.857143,1.333333,1.63,2.71,1.4,2
2536,1,1,0,2,2,2,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,3,1,1,4,1,1,1,1,1,1,1,1,1,1,2.428571,1,1.5,3.57,1,1
2537,0,2,0,2,3,3,2,1,1,3,1,1,1,1,1,1,1,2,1,1,1,4,4,3,2,1,1,1,4,2,1,1,1,1,1.5,2.714286,1,1.25,2.43,2,1.75
2538,1,2,0,2,4,2,1,2,1,1,4,1,1,2,1,4,1,2,3,2,1,3,3,2,3,4,2,1,2,1,1,1,1,1,1.5,3,1.333333,2,3.71,1.6,1.75
2539,1,3,0,1,3,1,1,2,1,1,4,2,2,2,2,4,1,1,1,1,2,4,4,1,4,1,1,1,4,1,1,2,1,1,1.25,3.571429,1.5,1.63,2,1.2,2
2540,0,2,0,3,2,2,3,2,1,3,3,3,2,4,3,2,1,4,3,4,3,2,2,3,2,3,2,2,3,2,2,3,2,2,2.5,2.285714,2.333333,2,2.29,2.8,2.5
2541,0,3,0,2,3,3,2,2,1,1,4,1,1,2,3,3,1,2,1,2,1,3,4,1,4,1,2,2,3,1,1,2,1,2,1.875,3.428571,1,1.13,3.29,1.6,1.5
2542,1,2,0,1,1,3,1,2,1,1,3,1,2,2,2,2,2,2,3,1,2,3,3,1,3,1,2,1,2,2,1,2,2,1,1.625,2.714286,1.833333,2.13,1.57,2,2.75
2543,1,2,0,2,1,3,1,2,2,1,4,1,1,1,2,3,1,1,2,1,1,2,2,2,4,1,1,2,3,2,1,2,2,1,1.5,3,1.5,1.88,2.57,1.4,2.5
2544,0,3,0,1,1,3,1,2,1,1,3,2,1,2,3,3,1,3,2,1,2,3,3,1,3,1,1,2,3,1,1,2,2,2,1.75,3,1.666667,1,3.14,1.2,2
2545,0,3,0,1,1,3,1,2,1,1,3,1,2,2,2,3,1,2,3,2,1,4,4,2,3,1,1,1,3,2,2,2,1,2,1.5,3.285714,1.5,1.25,2.86,1,1.75
2546,1,1,0,3,1,2,2,2,1,2,2,1,1,2,3,2,2,2,1,1,1,2,3,1,2,1,2,1,3,2,3,3,1,3,1.875,2.285714,1,1.88,2.71,1.2,1.5
2547,0,3,0,1,1,3,2,2,1,2,3,1,1,1,1,3,1,1,1,2,2,3,3,1,3,1,1,1,3,1,1,1,1,1,1.25,3,1.166667,1.13,2.71,1,2.5
2548,0,2,0,2,1,3,1,2,1,1,4,1,1,1,2,3,1,1,2,2,1,4,4,1,4,1,1,1,4,1,2,2,1,2,1.25,3.714286,1.166667,1.63,2.86,1.2,1.75
2549,0,1,0,3,1,3,2,2,1,1,4,2,1,2,2,3,1,2,3,1,1,4,4,1,4,1,1,2,3,2,1,3,1,2,1.625,3.571429,1.5,1.5,3.43,1.2,1
2550,1,3,0,2,2,3,2,1,1,1,4,1,1,1,2,3,1,2,2,2,2,4,3,1,3,1,1,1,2,1,1,2,2,2,1.375,3.142857,1.5,1.75,2.29,1,1.75
2551,0,4,0,1,2,4,1,1,1,1,4,1,1,1,4,4,1,4,3,1,1,4,4,1,4,1,1,1,4,1,1,1,1,1,1.75,4,1.333333,1.38,3.14,2.4,1.75
2552,0,4,0,2,2,3,1,3,1,3,3,2,2,2,3,3,2,3,3,3,2,3,3,2,3,1,2,2,3,1,2,2,1,3,2.25,3,1.833333,1.88,2.29,2.4,2.25
2553,1,2,0,1,2,3,1,1,1,1,3,1,1,1,1,3,1,1,2,1,1,3,3,1,3,1,1,1,4,1,1,1,1,1,1,3.142857,1.166667,1.25,3,1,1.75
2554,0,4,0,1,1,4,1,2,2,1,4,1,1,1,2,4,1,4,2,2,1,4,4,2,4,1,1,1,1,1,2,2,1,2,1.75,3.571429,1.333333,1,3.14,1.6,1.25
2555,1,4,0,4,1,4,1,1,1,1,4,1,1,1,1,4,1,3,2,1,1,4,3,1,4,1,1,1,4,4,1,1,1,2,1.25,3.857143,1.166667,1,4,1,1
2556,1,2,0,2,1,4,2,2,1,1,4,2,1,1,2,4,1,1,3,1,2,4,4,1,4,1,1,2,4,1,1,1,1,1,1.5,4,1.666667,1.25,3.57,1,2
2557,1,4,0,2,3,1,1,3,2,1,3,3,1,2,2,1,3,2,2,2,3,2,1,3,4,2,3,1,3,2,2,3,2,2,2.25,2.142857,2.166667,2.38,2.57,2,2.25
2558,1,3,0,2,1,4,2,2,1,1,4,2,1,1,2,4,1,1,3,1,2,4,4,1,4,1,1,2,4,1,1,1,1,1,1.5,4,1.666667,1.5,3.57,1,2
2559,1,2,0,2,3,3,1,1,2,1,3,2,2,1,2,3,1,3,2,1,1,3,3,1,3,3,2,1,3,1,1,2,1,1,1.5,3,1.666667,1.5,2.14,1.4,2
2560,0,3,0,1,1,3,1,1,1,1,3,1,1,1,1,4,1,1,2,2,1,3,3,1,4,1,1,1,3,1,1,2,1,1,1,3.285714,1.166667,1.25,3.86,1,1.25
2561,1,3,0,1,2,3,2,1,1,3,3,2,2,1,1,3,1,2,2,1,1,3,3,2,3,1,2,1,3,2,2,2,1,1,1.5,3,1.5,1.63,2,1.6,2.5
2562,0,4,0,1,2,4,1,1,2,1,4,2,3,1,2,4,1,3,3,1,2,4,4,2,4,1,4,1,1,1,1,2,2,1,1.875,3.571429,2.333333,1.75,2.29,2,2.5
2563,0,3,0,2,1,2,1,1,1,1,3,1,1,1,2,3,2,3,3,3,1,2,3,2,3,1,2,2,3,2,3,3,1,3,1.875,2.714286,1.333333,2.25,2.14,2.2,2
2564,0,1,0,2,2,3,2,2,1,1,3,1,1,1,3,3,1,2,1,2,2,3,2,1,3,1,1,2,2,2,2,1,1,2,1.75,2.714286,1.166667,1.38,3.43,1,1.25
2565,0,4,0,2,1,4,2,2,1,1,3,1,1,1,3,3,1,1,3,4,1,4,4,1,4,1,1,1,4,1,1,2,1,1,1.5,3.714286,1.333333,1.63,3.29,1,1.75
2566,0,2,0,3,3,3,2,2,2,2,3,3,2,1,2,3,1,1,2,4,2,2,3,2,3,2,2,2,3,1,1,2,2,1,1.75,2.857143,2.166667,2.38,1.57,2,3
2567,0,3,0,1,1,4,1,1,1,3,4,1,1,1,2,3,1,2,3,2,1,4,4,1,4,1,1,1,1,1,1,1,1,2,1.25,3.428571,1.333333,1.25,2.86,1.2,2.25
2568,0,2,0,1,3,3,2,2,1,2,3,3,2,2,3,3,1,3,4,4,2,3,3,3,3,2,1,2,4,1,1,3,1,2,2.125,3.142857,2.166667,1.25,3.43,1,2
2569,1,3,0,1,2,1,3,2,2,3,3,1,3,1,2,4,3,4,4,3,3,2,3,2,1,2,1,4,3,2,3,4,3,2,2.625,2.428571,2.666667,2.5,2.14,2.4,2.75
2570,0,3,0,3,2,4,1,3,2,3,4,1,3,2,2,1,3,3,2,3,1,3,2,3,3,2,1,3,2,3,2,2,4,4,2.375,2.714286,2.166667,3.13,2.43,3.2,2.5
2571,1,4,0,2,1,2,3,3,2,3,2,1,1,2,3,2,2,4,2,3,2,2,2,2,2,3,3,3,2,2,1,3,3,3,2.875,2,1.833333,1.38,2.57,2.6,2
2572,0,2,0,2,1,2,2,2,1,1,3,1,1,2,2,3,2,2,1,2,1,3,3,1,3,1,1,2,3,1,1,1,1,1,1.75,2.857143,1,1.63,2.43,1.6,2
2573,1,3,0,2,2,4,1,2,1,1,4,1,2,1,1,4,3,2,2,1,1,4,4,3,4,1,3,1,1,2,1,2,1,3,2,3.571429,1.333333,2,2.57,1.6,2
2574,1,2,0,2,3,2,2,3,1,3,2,2,3,2,4,3,1,2,1,3,2,2,2,3,1,2,2,3,2,2,2,2,3,2,2.5,2,2,2.63,1.86,2.4,2.75
2575,0,3,0,2,4,3,3,2,4,3,3,2,3,2,3,1,2,2,3,4,2,2,3,2,3,2,3,2,3,2,2,4,3,2,2.375,2.571429,2.833333,2.88,2.71,2.4,2.25
2576,0,3,0,3,2,3,4,3,1,3,3,1,2,4,3,1,2,3,1,2,1,2,2,3,2,1,2,3,2,1,4,3,2,2,2.875,2.142857,1.333333,2.63,2.43,1.6,2.75
2577,0,2,0,2,2,3,2,2,1,1,3,2,2,2,3,3,2,2,2,2,2,3,2,2,3,1,2,2,2,2,2,3,1,2,2.125,2.714286,1.666667,2,2.71,1.6,2
2578,0,3,0,1,1,3,1,4,1,1,4,1,1,1,3,4,1,3,2,1,1,4,4,1,4,1,2,1,4,1,1,1,1,2,2,3.857143,1.166667,1.25,2.57,1.4,1.75
2579,1,2,0,1,1,2,1,1,1,1,3,1,1,1,1,3,1,2,1,1,1,3,3,1,3,1,1,1,3,1,1,2,1,1,1.125,2.857143,1,1.25,2.86,1.4,1.25
2580,0,3,0,1,3,4,1,2,2,1,4,2,1,1,2,4,1,1,3,4,3,4,4,3,4,1,1,2,4,1,1,2,1,1,1.625,4,2,1.38,2.29,2,2.25
2581,1,3,0,1,2,3,1,2,2,2,3,1,1,2,2,3,1,2,2,1,2,3,3,1,3,1,1,1,3,2,1,2,1,1,1.375,3,1.5,1.38,2.29,1.2,2
2582,0,3,0,1,1,3,1,1,1,1,3,1,1,1,2,3,1,1,2,1,2,3,3,1,3,1,1,1,4,1,1,1,1,2,1.125,3.142857,1.333333,1.38,3.29,1,2
2583,0,3,0,2,2,3,2,2,1,1,2,1,1,1,2,3,1,2,2,2,1,3,3,2,3,1,2,2,3,1,1,2,1,2,1.875,2.857143,1.166667,1,3.14,1,1.25
2584,1,4,0,2,3,4,1,3,1,1,4,1,1,1,2,4,1,3,1,3,1,4,4,3,4,4,4,1,2,4,2,1,1,2,2.25,3.714286,1,2.75,3.57,1.2,3.25
2585,0,3,0,1,2,2,1,2,1,1,2,1,1,1,4,3,3,1,1,2,1,3,3,1,3,1,1,2,3,2,2,2,1,1,1.875,2.714286,1,1.75,2.29,1.4,1
2586,1,3,0,1,2,4,1,1,2,1,4,2,2,1,1,4,1,1,3,1,2,4,4,1,4,4,1,1,3,2,1,1,1,1,1,3.857143,2,2.88,1.71,2.2,2
2587,1,3,0,1,2,3,1,1,1,1,3,2,1,1,2,3,2,2,2,2,1,3,3,1,3,1,1,1,1,2,2,2,1,2,1.375,2.714286,1.333333,2,2.43,1.4,1.75
2588,1,2,0,2,2,2,2,1,1,1,2,1,1,1,2,2,1,3,1,1,1,2,2,2,2,1,2,2,2,2,1,2,1,1,1.875,2,1,2.63,2,1.4,1.75
2589,0,3,0,1,1,3,2,1,1,1,3,2,2,2,1,3,1,2,2,2,1,3,3,1,3,3,1,1,2,1,2,2,2,1,1.25,2.857143,1.666667,1.25,2.71,1.4,2
2590,0,2,0,2,2,3,2,3,1,1,3,1,1,2,3,3,2,3,2,2,1,3,3,1,4,1,1,2,4,2,1,2,2,2,2.125,3.285714,1.333333,1.38,3.14,1.2,1.5
2591,1,3,0,2,2,3,1,2,1,1,2,1,1,1,4,3,2,2,2,2,2,3,3,2,3,1,2,2,3,1,1,1,1,2,2.125,2.857143,1.333333,1.38,2.29,1.4,2
2592,0,1,0,2,3,2,1,2,2,3,2,3,1,2,3,2,3,1,2,4,2,3,3,2,1,4,2,3,1,2,1,3,4,2,2.125,2,2.333333,2.63,2.29,2.4,3.25
2593,1,2,0,2,1,2,2,2,1,1,2,1,1,1,1,3,1,2,2,1,2,3,3,1,2,3,2,1,2,1,1,2,1,2,1.5,2.428571,1.333333,1,2.14,1.2,1.75
2594,0,2,0,3,1,2,1,1,1,3,3,1,1,1,2,4,1,1,1,1,1,3,4,1,4,3,1,1,4,1,1,1,1,1,1.125,3.428571,1,1.25,3.29,1.4,1.5
2595,1,2,0,1,2,3,1,2,1,1,1,2,2,2,2,3,2,2,3,1,2,3,3,2,3,1,2,1,3,3,2,3,3,2,1.75,2.714286,2.166667,2.75,1.86,2.4,2.75
2596,0,4,0,2,2,3,2,3,1,4,4,1,1,2,2,3,1,2,1,2,2,4,4,3,4,1,1,3,3,3,2,2,1,2,2.125,3.571429,1.166667,2.13,3.57,2.4,1.75
2597,1,4,0,3,2,3,3,2,3,3,3,4,3,2,3,1,2,3,3,2,3,4,3,3,2,2,3,3,4,3,4,3,4,3,2.75,2.857143,3.333333,2.63,2.29,2.4,2
2598,0,2,0,1,3,2,2,2,3,3,2,2,1,2,2,3,2,3,3,4,3,1,1,2,3,2,3,2,2,2,3,4,1,1,2.25,2,2.166667,2.5,2.43,2.2,3.25
2599,1,3,0,1,3,4,1,2,1,1,3,1,1,1,2,3,1,3,2,2,1,4,3,2,3,1,1,1,4,1,1,2,1,3,1.625,3.428571,1.166667,1.63,2.71,1.6,1.5
2600,0,2,0,2,3,3,1,1,2,2,3,3,3,1,1,2,2,1,1,1,1,3,3,2,2,2,3,2,3,2,1,2,1,2,1.625,2.714286,1.833333,3.25,1.57,2.2,3.75
2601,1,4,0,2,2,4,1,2,2,1,3,1,1,2,2,3,1,1,2,3,1,4,3,1,3,1,1,1,3,2,1,2,1,1,1.25,3.285714,1.333333,2.13,2.86,1.8,1.75
2602,1,3,0,1,2,3,1,1,1,3,3,1,2,1,2,4,1,2,2,2,1,3,3,1,3,1,1,1,1,1,2,1,1,1,1.25,2.857143,1.333333,1.63,2.57,1.6,1.75
2603,0,2,0,1,3,1,2,1,1,4,1,1,1,3,2,4,1,2,1,1,1,4,3,1,4,1,1,1,3,1,1,2,1,2,1.375,2.857143,1,1.25,2.57,2,1
2604,1,4,0,2,2,3,1,2,1,1,2,1,1,1,1,2,2,2,1,1,1,4,3,3,4,1,2,2,3,3,1,3,2,2,1.875,3,1.166667,2.63,3.57,1.2,2
2605,0,3,0,1,2,3,1,1,1,1,3,1,1,1,2,3,1,2,2,2,1,4,4,1,4,1,2,1,2,2,1,2,2,2,1.375,3.285714,1.333333,1.63,3.57,1.2,2.25
2606,0,3,0,4,3,2,3,3,2,2,1,2,2,3,3,2,3,3,2,3,2,2,2,2,2,3,2,2,2,3,2,3,2,2,2.625,1.857143,2,3.13,1.29,3,3.75
2607,1,2,0,2,1,3,2,2,1,1,3,1,2,2,3,3,1,2,3,2,2,3,2,2,3,1,2,2,3,2,4,2,1,2,2,2.857143,1.666667,1.63,2.43,1.8,2
2608,0,2,0,1,3,3,2,2,1,1,3,2,2,2,2,4,1,2,2,1,2,3,3,1,3,1,1,2,3,2,1,2,1,2,1.625,3.142857,1.666667,1.5,2.29,1.6,1.75
2609,1,2,0,2,2,3,1,1,1,1,3,1,1,1,2,3,1,2,1,1,1,3,2,1,3,1,1,1,2,2,1,2,1,2,1.25,2.714286,1,1.88,2.86,1.4,1.5
2610,1,2,0,1,2,4,1,2,1,1,3,1,1,2,3,4,2,1,1,1,1,4,4,2,4,3,1,2,3,1,1,2,1,3,1.75,3.714286,1,1.63,3.29,1.4,1.5
2611,1,1,0,2,2,3,1,1,1,1,3,1,1,1,2,3,1,1,1,1,1,3,3,1,3,1,1,2,3,2,1,2,1,2,1.25,3,1,1.13,3.29,1.2,1
2612,1,2,0,1,2,4,1,2,2,2,4,1,1,1,2,3,1,1,2,1,1,4,3,1,4,2,1,2,3,1,1,2,1,2,1.375,3.571429,1.333333,2.13,2.71,1.2,1.75
2613,1,1,0,3,2,3,1,1,1,2,3,1,1,2,2,3,2,1,2,1,1,3,3,2,3,2,1,2,2,2,1,2,1,2,1.5,2.857143,1.166667,2,2.29,1.2,1.75
2614,1,3,0,2,2,3,2,2,1,2,3,1,1,2,2,3,2,2,1,1,1,3,3,1,3,2,1,2,3,2,1,2,1,2,1.75,3,1,2,2.29,1.8,1.75
2615,1,2,0,3,1,3,1,2,1,1,3,1,1,1,2,3,2,1,3,1,2,4,3,1,4,1,2,2,3,1,1,2,1,3,1.625,3.285714,1.5,2.5,2.57,1.6,2.5
2616,1,3,1,2,3,2,3,1,3,1,2,3,3,2,2,1,4,3,4,1,3,2,2,3,2,1,3,1,2,3,3,3,3,2,2.5,1.857143,3.166667,3.88,1.14,3.4,4
2617,1,1,0,1,1,3,1,1,1,1,4,1,2,1,2,3,1,1,2,1,1,4,3,2,4,1,1,1,3,1,2,2,1,1,1.25,3.428571,1.333333,2,2.43,2.2,1.25
2618,0,2,0,2,1,3,2,2,1,2,3,1,1,1,3,3,2,2,2,1,2,3,3,2,3,2,2,2,3,1,1,2,1,1,2.125,3,1.333333,2,2,1.8,1.25
2619,1,1,0,4,3,4,2,2,2,2,2,2,3,3,3,4,4,4,3,3,4,4,4,4,4,4,4,3,3,3,2,3,4,2,3.25,3.571429,3,2.25,1.71,2.2,2.5
2620,1,1,0,4,4,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,4,1,4,1,1.428571,1.5,2.5,2.57,2.6,1.75
2621,1,1,0,4,3,1,2,4,3,4,2,1,1,4,4,2,2,1,1,1,1,1,2,1,1,1,1,2,2,2,1,3,1,4,2.125,1.571429,1.333333,2.38,2.43,2.4,2.5
2622,1,1,0,4,3,3,2,3,2,4,4,4,2,3,3,3,3,4,4,3,3,4,4,3,3,4,4,3,3,4,4,3,3,4,3.125,3.428571,3,2,2.71,1.6,2.25
2623,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.25,2,2.6,1.5
2624,1,1,0,2,3,3,3,2,3,4,2,3,2,3,2,3,3,4,3,2,3,2,3,4,3,2,3,3,3,2,3,2,3,4,3,2.714286,2.833333,2.38,2.86,2.2,2.75
2625,1,1,0,4,3,2,2,2,2,2,2,2,3,3,3,4,3,1,1,2,4,3,3,4,2,3,2,2,2,3,3,4,3,3,2.375,2.571429,2.5,2.25,2.29,1.8,2.5
2626,1,1,0,3,3,1,2,1,2,4,2,2,2,3,1,4,1,1,1,1,2,2,3,2,1,1,2,2,2,2,2,4,2,4,1.5,2.142857,1.833333,2,2,2.4,2.25
2627,1,1,0,4,4,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4,1,4,1,1.428571,1,2,2,2,2
2628,1,2,0,3,1,2,2,2,3,4,2,1,2,3,3,4,1,1,2,2,4,2,4,1,1,2,1,1,1,2,1,4,2,3,1.5,2.285714,2.333333,2.38,2.43,1.2,2.75
